時間,ひずみ電圧[1mm],先端の変位[1mm],ひずみ電圧[0.8mm],先端の変位[0.8mm],トルク[ノイズカット]
0.738,1.897583,0.062240722,5.810242,0.238219922,-0.5908394
0.74,1.838379,0.060298831,5.753174,0.235880134,-0.6040515
0.742,1.772461,0.058136721,5.681763,0.232952283,-0.5768502
0.744,1.722107,0.05648511,5.603638,0.229749158,-0.5628609
0.746,1.661377,0.054493166,5.528259,0.226658619,-0.528665
0.748,1.601257,0.05252123,5.450134,0.223455494,-0.5581978
0.75,1.533508,0.050299062,5.362244,0.219852004,-0.509624
0.752,1.466675,0.04810694,5.290833,0.216924153,-0.4968005
0.754,1.390076,0.045594493,5.141907,0.210818187,-0.4692106
0.756,1.315918,0.04316211,5.109253,0.209479373,-0.4657133
0.758,1.242371,0.040749769,5.022888,0.205938408,-0.462216
0.76,1.152954,0.037816891,4.935303,0.202347423,-0.4169452
0.762,1.074524,0.035244387,4.852905,0.198969105,-0.3716744
0.764,0.9805298,0.032161377,4.768066,0.195490706,-0.4120878
0.766,0.916748,0.030069334,4.689331,0.192262571,-0.3825549
0.768,0.809021,0.026535889,4.60907,0.18897187,-0.3409757
0.77,0.7287598,0.023903321,4.538574,0.186081534,-0.3631254
0.772,0.6329346,0.020760255,4.471436,0.183328876,-0.33981
0.774,0.5465698,0.017927489,4.399414,0.180375974,-0.2951221
0.776,0.4440308,0.01456421,4.326782,0.177398062,-0.2881274
0.778,0.3485107,0.011431151,4.249878,0.174244998,-0.297065
0.78,0.2554321,0.008378173,4.18396,0.17154236,-0.2597603
0.782,0.151062,0.004954834,4.101868,0.168176588,-0.2321704
0.784,0.05096436,0.001671631,4.01825,0.16474825,-0.2220671
0.786,-0.01586914,-0.000520508,3.933411,0.161269851,-0.2115751
0.788,-0.1547241,-0.00507495,3.842468,0.157541188,-0.2333362
0.79,-0.2441406,-0.008007812,3.754883,0.153950203,-0.1956429
0.792,-0.352478,-0.011561278,3.66394,0.15022154,-0.1824308
0.794,-0.4443359,-0.014574218,3.571472,0.146430352,-0.1416288
0.796,-0.5407715,-0.017737305,3.482666,0.142789306,-0.1637785
0.798,-0.6387329,-0.020950439,3.389893,0.138985613,-0.1548409
0.8,-0.7080078,-0.023222656,3.298035,0.135219435,-0.10276978
0.802,-0.7858276,-0.025775145,3.18512,0.13058992,-0.0771228
0.804,-0.8526611,-0.027967284,3.095398,0.126911318,-0.09227783
0.806,-0.9265137,-0.030389649,3.001709,0.123070069,-0.08023153
0.808,-1.003418,-0.03291211,2.89917,0.11886597,-0.024663086
0.81,-1.08429,-0.035564712,2.793884,0.114549244,-0.01222819
0.812,-1.141968,-0.03745655,2.683411,0.110019851,0.01885905
0.814,-1.219482,-0.03999901,2.570801,0.105402841,0.01108724
0.816,-1.276245,-0.041860836,2.457581,0.100760821,0.02973958
0.818,-1.374207,-0.04507399,2.333374,0.095668334,0.03789998
0.82,-1.394348,-0.045734614,2.216187,0.090863667,0.07714762
0.822,-1.470947,-0.048247062,2.090149,0.085696109,0.056163735
0.824,-1.514282,-0.04966845,1.962585,0.080465985,0.03517985
0.826,-1.544495,-0.050659436,1.850586,0.075874026,0.0930798
0.828,-1.570435,-0.051510268,1.738281,0.071269521,0.12008685
0.83,-1.590881,-0.052180897,1.622009,0.066502369,0.1470939
0.832,-1.62262,-0.053221936,1.494141,0.061259781,0.1502026
0.834,-1.668396,-0.054723389,1.368713,0.056117233,0.1673006
0.836,-1.71936,-0.056395008,1.224976,0.050224016,0.1781812
0.838,-1.820984,-0.059728275,1.090393,0.044706113,0.1933362
0.84,-1.860962,-0.061039554,0.9487915,0.038900452,0.2318066
0.842,-1.942139,-0.063702159,0.8084106,0.033144835,0.2271436
0.844,-2.024536,-0.066404781,0.6610107,0.027101439,0.2508476
0.846,-2.109985,-0.069207508,0.513916,0.021070556,0.2988385
0.848,-2.18811,-0.071770008,0.3659058,0.015002138,0.3468294
0.85,-2.260742,-0.074152338,0.2020264,0.008283082,0.3157422
0.852,-2.284241,-0.074923105,0.0592041,0.002427368,0.3165194
0.854,-2.389526,-0.078376453,-0.09094238,-0.003728638,0.3608187
0.856,-2.449646,-0.080348389,-0.2359009,-0.009671937,0.3689791
0.858,-2.526245,-0.082860836,-0.3771973,-0.015465089,0.4113354
0.86,-2.611694,-0.085663563,-0.5148315,-0.021108092,0.4556348
0.862,-2.694702,-0.088386226,-0.652771,-0.026763611,0.4400911
0.864,-2.754822,-0.090358162,-0.7922363,-0.032481688,0.4742871
0.866,-2.831116,-0.092860605,-0.9381104,-0.038462526,0.4898307
0.868,-2.906799,-0.095343007,-1.080933,-0.044318253,0.5053743
0.87,-2.958069,-0.097024663,-1.223755,-0.050173955,0.5162549
0.872,-3.022766,-0.099146725,-1.364136,-0.055929576,0.55919415
0.874,-3.060608,-0.100387942,-1.497498,-0.061397418,0.6021334
0.876,-3.091736,-0.101408941,-1.63208,-0.06691528,0.5842582
0.878,-3.113708,-0.102129622,-1.759644,-0.072145404,0.5877555
0.88,-3.131104,-0.102700211,-1.880798,-0.077112718,0.6297233
0.882,-3.125,-0.1025,-2.104797,-0.086296677,0.6188428
0.884,-3.215637,-0.105472894,-2.122803,-0.087034923,0.6382723
0.886,-3.138428,-0.102940438,-2.241516,-0.091902156,0.6685824
0.888,-3.139038,-0.102960446,-2.353821,-0.096506661,0.6464327
0.89,-3.118591,-0.102289785,-2.460022,-0.100860902,0.6561475
0.892,-3.148499,-0.103270767,-2.563171,-0.105090011,0.7047213
0.894,-3.146362,-0.103200674,-2.669983,-0.109469303,0.7222078
0.896,-3.153992,-0.103450938,-2.77832,-0.11391112,0.7280367
0.898,-3.14209,-0.103060552,-2.890015,-0.118490615,0.7247337
0.9,-3.135071,-0.102830329,-3.006592,-0.123270272,0.7214307
0.902,-3.147888,-0.103250726,-3.12561,-0.12815001,0.7490206
0.904,-3.134155,-0.102800284,-3.241577,-0.132904657,0.7703931
0.906,-3.105164,-0.101849379,-3.359985,-0.137759385,0.7824394
0.908,-3.098755,-0.101639164,-3.482971,-0.142801811,0.7536837
0.91,-3.076477,-0.100908446,-3.583679,-0.146930839,0.7680615
0.912,-3.068848,-0.100658214,-3.703918,-0.151860638,0.7948743
0.914,-3.057861,-0.100297841,-3.814697,-0.156402577,0.7750562
0.916,-3.045044,-0.099877443,-3.9328,-0.1612448,0.79604
0.918,-3.052063,-0.100107666,-4.043579,-0.165786739,0.82363
0.92,-3.049316,-0.100017565,-4.149475,-0.170128475,0.8038118
0.922,-3.106079,-0.101879391,-4.257813,-0.174570333,0.8426709
0.924,-3.06366,-0.100488048,-4.360352,-0.178774432,0.8737581
0.926,-3.071594,-0.100748283,-4.453735,-0.182603135,0.9157259
0.928,-3.077393,-0.10093849,-4.551086,-0.186594526,0.8632662
0.93,-3.08075,-0.1010486,-4.646301,-0.190498341,0.8275159
0.932,-3.102722,-0.101769282,-4.741211,-0.194389651,0.8599632
0.934,-3.081055,-0.101058604,-4.84436,-0.19861876,0.8924105
0.936,-3.074341,-0.100838385,-4.953308,-0.203085628,0.8943534
0.938,-3.056946,-0.100267829,-5.064697,-0.207652577,0.9398185
0.94,-3.038025,-0.09964722,-5.173035,-0.212094435,0.9429272
0.942,-3.027649,-0.099306887,-5.279236,-0.216448676,0.9328239
0.944,-3.008423,-0.098676274,-5.534058,-0.226896378,0.9534192
0.946,-2.987061,-0.097975601,-5.479431,-0.224656671,0.9425387
0.948,-2.968445,-0.097364996,-5.566101,-0.228210141,0.9409843
0.95,-2.945557,-0.09661427,-5.65094,-0.23168854,0.9662427
0.952,-2.918091,-0.095713385,-5.723572,-0.234666452,0.946036
0.954,-2.88208,-0.094532224,-5.79834,-0.23773194,0.9600252
0.956,-2.853088,-0.093581286,-5.859985,-0.240259385,0.9693514
0.958,-2.805786,-0.092029781,-5.921631,-0.242786871,0.9670199
0.96,-2.759705,-0.090518324,-5.984802,-0.245376882,0.9180575
0.962,-2.743225,-0.08997778,-6.033325,-0.247366325,0.91145145
0.964,-2.631531,-0.086314217,-6.089783,-0.249681103,0.9048454
0.966,-2.552185,-0.083711668,-6.13678,-0.25160798,0.8718152
0.968,-2.466736,-0.080908941,-6.191711,-0.253860151,0.8714266
0.97,-2.410889,-0.079077159,-6.243591,-0.255987231,0.9036796
0.972,-2.333984,-0.076554675,-6.280823,-0.257513743,0.8893018
0.974,-2.259827,-0.074122326,-6.32019,-0.25912779,0.8613232
0.976,-2.183533,-0.071619882,-6.369629,-0.261154789,0.8547172
0.978,-2.100525,-0.06889722,-6.38092,-0.26161772,0.8916333
0.98,-2.034607,-0.06673511,-6.407166,-0.262693806,0.8541343
0.982,-1.948547,-0.063912342,-6.414795,-0.263006595,0.8166353
0.984,-1.88446,-0.061810288,-6.437073,-0.263919993,0.8259615
0.986,-1.799927,-0.059037606,-6.433716,-0.263782356,0.7703931
0.988,-1.730042,-0.056745378,-6.44928,-0.26442048,0.7661186
0.99,-1.65802,-0.054383056,-6.448059,-0.264370419,0.7560152
0.992,-1.577454,-0.051740491,-6.440735,-0.264070135,0.7105501
0.994,-1.499329,-0.049177991,-6.425476,-0.263444516,0.673634
0.996,-1.435242,-0.047075938,-6.40686,-0.26268126,0.7051099
0.998,-1.364746,-0.044763669,-6.386719,-0.261855479,0.7101615
1,-1.307373,-0.042881834,-6.365967,-0.261004647,0.7183219
1.002,-1.222839,-0.040109119,-6.347046,-0.260228886,0.7237622
1.004,-1.181946,-0.038767829,-6.331177,-0.259578257,0.6786857
1.006,-1.123962,-0.036865954,-6.322327,-0.259215407,0.7031669
1.008,-1.068726,-0.035054213,-6.321411,-0.259177851,0.6938407
1.01,-1.017151,-0.033362553,-6.295471,-0.258114311,0.6862632
1.012,-0.9658813,-0.031680907,-6.292419,-0.257989179,0.6786857
1.014,-0.9146118,-0.029999267,-6.263123,-0.256788043,0.6767428
1.016,-0.8624268,-0.028287599,-6.239929,-0.255837089,0.6806287
1.018,-0.8114624,-0.026615967,-6.214905,-0.254811105,0.6495414
1.02,-0.7226563,-0.023703127,-6.189575,-0.253772575,0.6437126
1.022,-0.692749,-0.022722167,-6.15448,-0.25233368,0.6448783
1.024,-0.6311035,-0.020700195,-6.132507,-0.251432787,0.6118481
1.026,-0.5645752,-0.018518067,-6.090698,-0.249718618,0.6036877
1.028,-0.4959106,-0.016265868,-6.061401,-0.248517441,0.6060193
1.03,-0.4296875,-0.01409375,-6.022339,-0.246915899,0.5722119
1.032,-0.3555298,-0.011661377,-5.991211,-0.245639651,0.5547253
1.034,-0.2865601,-0.009399171,-5.952454,-0.244050614,0.5391817
1.036,-0.2145386,-0.007036866,-5.918884,-0.242674244,0.5687146
1.038,-0.1361084,-0.004464356,-5.883484,-0.241222844,0.5535596
1.04,-0.06744385,-0.002212158,-6.114502,-0.250694582,0.5317985
1.042,0.01098633,0.000360352,-5.803833,-0.237957153,0.5461764
1.044,0.09338379,0.003062988,-5.760803,-0.236192923,0.4878878
1.046,0.1715088,0.005625489,-5.718079,-0.234441239,0.4606864
1.048,0.269165,0.008828612,-5.666504,-0.232326664,0.4338737
1.05,0.3643799,0.011951661,-5.619202,-0.230387282,0.4226046
1.052,0.4638672,0.015214844,-5.567932,-0.228285212,0.3915173
1.054,0.5581665,0.018307861,-5.505981,-0.225745221,0.3837455
1.056,0.6555176,0.021500977,-5.444031,-0.223205271,0.3701449
1.058,0.7510376,0.024634033,-5.367737,-0.220077217,0.3417778
1.06,0.8325195,0.02730664,-5.28656,-0.21674896,0.3079704
1.062,0.9140015,0.029979249,-5.197144,-0.213082904,0.308359
1.064,0.9921265,0.032541749,-5.106506,-0.209366746,0.2601737
1.066,1.054382,0.03458373,-4.998779,-0.204949939,0.235304
1.068,1.140137,0.037396494,-4.89624,-0.20074584,0.257065
1.07,1.208801,0.039648673,-4.793396,-0.196529236,0.2046053
1.072,1.249695,0.040989996,-4.680786,-0.191912226,0.1968335
1.074,1.346436,0.044163101,-4.581299,-0.187833259,0.2438529
1.076,1.411438,0.046295166,-4.474487,-0.183453967,0.1954734
1.078,1.489563,0.048857666,-4.368286,-0.179099726,0.1470939
1.08,1.533203,0.050289058,-4.251709,-0.174320069,0.1105664
1.082,1.585388,0.052000726,-4.133606,-0.169477846,0.07986776
1.084,1.635132,0.05363233,-4.013977,-0.164573057,0.087251
1.086,1.67511,0.054943608,-3.883972,-0.159242852,0.06238118
1.088,1.7099,0.05608472,-3.746948,-0.153624868,0.0888053
1.09,1.776733,0.058276842,-3.616333,-0.148269653,0.03440267
1.092,1.77887,0.058346936,-3.488159,-0.143014519,0.02468791
1.094,1.812744,0.059458003,-3.350525,-0.137371525,0.01885905
1.096,1.841431,0.060398937,-3.21167,-0.13167847,-0.00212484
1.098,1.878052,0.061600106,-3.075562,-0.126098042,0.00331543
1.1,1.891479,0.062040511,-2.944031,-0.120705271,0.01497314
1.102,1.904297,0.062460942,-2.817993,-0.115537713,-0.03321208
1.104,1.925659,0.063161615,-2.695618,-0.110520338,-0.05924764
1.106,1.943359,0.063742175,-2.590332,-0.106203612,-0.0852832
1.108,1.955566,0.064142565,-2.475281,-0.101486521,-0.09383219
1.11,1.97876,0.064903328,-2.365723,-0.096994643,-0.11909058
1.112,2.003784,0.065724115,-2.249146,-0.092214986,-0.1315255
1.114,2.041016,0.066945325,-2.12616,-0.08717256,-0.1723275
1.116,2.086792,0.068446778,-2.001648,-0.082067568,-0.1641671
1.118,2.132568,0.06994823,-1.875916,-0.076912556,-0.1645557
1.12,2.183228,0.071609878,-1.753235,-0.071882635,-0.1789335
1.122,2.228088,0.073081286,-1.618958,-0.066377278,-0.2100208
1.124,2.276917,0.074682878,-1.49353,-0.06123473,-0.2251758
1.126,2.320557,0.07611427,-1.361084,-0.055804444,-0.2209013
1.128,2.368774,0.077695787,-1.229858,-0.050424178,-0.22401
1.13,2.409668,0.07903711,-1.094971,-0.044893811,-0.2686979
1.132,2.453308,0.080468502,-0.9732056,-0.03990143,-0.2826872
1.134,2.497864,0.081929939,-0.8380127,-0.034358521,-0.2484912
1.136,2.558594,0.083921883,-0.8590698,-0.035221862,-0.2896818
1.138,2.530518,0.08300099,-0.6036377,-0.024749146,-0.3359241
1.14,2.651367,0.086964838,-0.4794312,-0.019656679,-0.3553536
1.142,2.7005,0.0885764,-0.3997803,-0.016390992,-0.3677885
1.144,2.737122,0.089777602,-0.2355957,-0.009659424,-0.3813892
1.146,2.772522,0.090938722,-0.1098633,-0.004504395,-0.3914925
1.148,2.794189,0.091649399,0.02166748,0.000888367,-0.4186938
1.15,2.859192,0.093781498,0.1528931,0.006268617,-0.4284086
1.152,2.813416,0.092280045,0.2893066,0.011861571,-0.4369576
1.154,2.815857,0.09236011,0.4193115,0.017191772,-0.4571643
1.156,2.805786,0.092029781,0.5563354,0.022809751,-0.4653247
1.158,2.775574,0.091038827,0.6878662,0.028202514,-0.4785368
1.16,2.75238,0.090278064,0.81604,0.03345764,-0.4540556
1.162,2.729797,0.089537342,0.9390259,0.038500062,-0.47173645
1.164,2.720642,0.089237058,1.068726,0.043817766,-0.4894173
1.166,2.696228,0.088436278,1.194458,0.048972778,-0.5119556
1.168,2.689209,0.088206055,1.302795,0.053414595,-0.5263334
1.17,2.651062,0.086954834,1.416626,0.058081666,-0.5084583
1.172,2.623596,0.086053949,1.536255,0.062986455,-0.5088468
1.174,2.597351,0.085193113,1.632996,0.066952836,-0.5185616
1.176,2.565308,0.084142102,1.779785,0.072971185,-0.5671354
1.178,2.524109,0.082790775,1.9104,0.0783264,-0.5671354
1.18,2.490234,0.081679675,2.034607,0.083418887,-0.5799589
1.182,2.450256,0.080368397,2.164001,0.088724041,-0.5535347
1.184,2.414551,0.079197273,2.287292,0.093778972,-0.5856906
1.186,2.381287,0.078106214,2.404785,0.098596185,-0.6178465
1.188,2.348938,0.077045166,2.516174,0.103163134,-0.5636381
1.19,2.327576,0.076344493,2.638855,0.108193055,-0.5966683
1.192,2.303772,0.075563722,2.752991,0.112872631,-0.6001656
1.194,2.289429,0.075093271,2.86438,0.11743958,-0.6211495
1.196,2.285156,0.074953117,2.975159,0.121981519,-0.5951139
1.198,2.270203,0.074462658,3.071899,0.125947859,-0.6328072
1.2,2.263184,0.074232435,3.164368,0.129739088,-0.6440763
1.202,2.254944,0.073962163,3.266907,0.133943187,-0.6677804
1.204,2.243347,0.073581782,3.345642,0.137171322,-0.6638944
1.206,2.23999,0.073471672,3.424683,0.140412003,-0.6635059
1.208,2.216797,0.072710942,3.506775,0.143777775,-0.674775
1.21,2.200928,0.072190438,3.5849,0.1469809,-0.6868213
1.212,2.184448,0.071649894,3.676147,0.150722027,-0.7128569
1.214,2.161255,0.070889164,3.753662,0.153900142,-0.698479
1.216,2.133484,0.069978275,3.840027,0.157441107,-0.7031421
1.218,2.106018,0.06907739,3.931885,0.161207285,-0.7078052
1.22,2.084656,0.068376717,4.01001,0.16441041,-0.7229602
1.222,2.065735,0.067756108,4.093018,0.167813738,-0.7140226
1.224,2.025452,0.066434826,4.159241,0.170528881,-0.7093595
1.226,1.994324,0.065413827,4.240112,0.173844592,-0.7054736
1.228,1.960449,0.064302727,4.310608,0.176734928,-0.672832
1.23,1.933594,0.063421883,4.362793,0.178874513,-0.7085824
1.232,1.870117,0.061339838,4.425659,0.181452019,-0.6720549
1.234,1.81427,0.059508056,4.484253,0.183854373,-0.6743864
1.236,1.753845,0.057526116,4.542236,0.186231676,-0.6685575
1.238,1.681519,0.055153823,4.596863,0.188471383,-0.6565112
1.24,1.606445,0.052691396,4.637451,0.190135491,-0.6739978
1.242,1.512451,0.049608393,4.710693,0.193138413,-0.6774951
1.244,1.446228,0.047436278,4.769897,0.195565777,-0.6677804
1.246,1.358643,0.04456349,4.83429,0.19820589,-0.664283
1.248,1.303101,0.042741713,4.891357,0.200545637,-0.6638944
1.25,1.217041,0.039918945,4.949036,0.202910476,-0.6561226
1.252,1.114197,0.036545662,5.00885,0.20536285,-0.614932
1.254,1.035156,0.033953117,5.058899,0.207414859,-0.6246468
1.256,0.9588623,0.031450683,5.111084,0.209554444,-0.6157092
1.258,0.8895874,0.029178467,5.158997,0.211518877,-0.5815133
1.26,0.8032227,0.026345705,5.203857,0.213358137,-0.591228
1.262,0.7196045,0.023603028,5.149231,0.211118471,-0.6262012
1.264,0.6381226,0.020930421,5.296021,0.217136861,-0.5904508
1.266,0.5654907,0.018548095,5.297241,0.217186881,-0.5815133
1.268,0.4870605,0.015975584,5.372314,0.220264874,-0.5562549
1.27,0.4049683,0.01328296,5.402222,0.221491102,-0.5484831
1.272,0.3396606,0.011140868,5.427856,0.222542096,-0.5784045
1.274,0.3222656,0.010570312,5.470581,0.224293821,-0.5628609
1.276,0.2182007,0.007156983,5.4776,0.2245816,-0.5410999
1.278,0.1586914,0.005205078,5.497437,0.225394917,-0.5640267
1.28,0.1260376,0.004134033,5.514221,0.226083061,-0.5591693
1.282,0.06774902,0.002222168,5.526428,0.226583548,-0.5543119
1.284,0.02349854,0.000770752,5.552368,0.227647088,-0.5123442
1.286,-0.01953125,-0.000640625,5.56366,0.22811006,-0.5329395
1.288,-0.06011963,-0.001971924,5.586243,0.229035963,-0.5426542
1.29,-0.1028442,-0.00337329,5.592346,0.229286186,-0.5255562
1.292,-0.1504517,-0.004934816,5.602112,0.229686592,-0.5407113
1.294,-0.2178955,-0.007146972,5.630188,0.230837708,-0.5399341
1.296,-0.2557373,-0.008388183,5.602417,0.229699097,-0.5585864
1.298,-0.2941895,-0.009649416,5.592651,0.229298691,-0.5107898
1.3,-0.3512573,-0.011521239,5.58075,0.22881075,-0.4874744
1.302,-0.3988647,-0.013082762,5.563965,0.228122565,-0.4715422
1.304,-0.4681396,-0.015354979,5.545044,0.227346804,-0.4808683
1.306,-0.5227661,-0.017146728,5.50354,0.22564514,-0.4781482
1.308,-0.5838013,-0.019148683,5.500183,0.225507503,-0.4614388
1.31,-0.6491089,-0.021290772,5.478516,0.224619156,-0.4132536
1.312,-0.7122803,-0.023362794,5.457458,0.223755778,-0.4326831
1.314,-0.788269,-0.025855223,5.422974,0.222341934,-0.4346261
1.316,-0.8535767,-0.027997316,5.391846,0.221065686,-0.39129825
1.318,-0.9161377,-0.030049317,5.365906,0.220002146,-0.3479704
1.32,-1.00708,-0.033032224,5.325317,0.218337997,-0.3572965
1.322,-1.098938,-0.036045166,5.296936,0.217174376,-0.3164945
1.324,-1.177979,-0.038637711,5.257874,0.215572834,-0.3355355
1.326,-1.254883,-0.041160162,5.341187,0.218988667,-0.2986194
1.328,-1.36322,-0.044713616,5.180054,0.212382214,-0.261509
1.33,-1.448364,-0.047506339,5.140991,0.210780631,-0.2243986
1.332,-1.542053,-0.050579338,5.097656,0.209003896,-0.2216785
1.334,-1.63208,-0.053532224,5.052185,0.207139585,-0.2414966
1.336,-1.71051,-0.056104728,5,0.205,-0.21954125
1.338,-1.789551,-0.058697273,4.956665,0.203223265,-0.1975859
1.34,-1.859741,-0.060999505,4.888611,0.200433051,-0.1824308
1.342,-1.931763,-0.063361826,4.822388,0.197717908,-0.1323027
1.344,-1.989441,-0.065253665,4.759216,0.195127856,-0.1715503
1.346,-2.086182,-0.06842677,4.691772,0.192362652,-0.1571724
1.348,-2.106018,-0.06907739,4.630432,0.189847712,-0.1552295
1.35,-2.166138,-0.071049326,4.56604,0.18720764,-0.1361886
1.352,-2.211304,-0.072530771,4.507141,0.184792781,-0.11598185
1.354,-2.261353,-0.074172378,4.442749,0.182152709,-0.08256307
1.356,-2.303772,-0.075563722,4.382935,0.179700335,-0.06973958
1.358,-2.358093,-0.07734545,4.316711,0.176985151,-0.07284831
1.36,-2.371216,-0.077775885,4.249878,0.174244998,-0.07090535
1.362,-2.398376,-0.078666733,4.177246,0.171267086,-0.03204631
1.364,-2.405701,-0.078906993,4.109497,0.168489377,-0.06818522
1.366,-2.426758,-0.079597662,4.021912,0.164898392,-0.04214966
1.368,-2.428284,-0.079647715,3.945313,0.161757833,-0.02
1.37,-2.437134,-0.079937995,3.853455,0.157991655,-0.019222819
1.372,-2.450562,-0.080378434,3.769836,0.154563276,-0.0036792
1.374,-2.446594,-0.080248283,3.673706,0.150621946,-0.00212484
1.376,-2.450256,-0.080368397,3.595886,0.147431326,-0.0118396
1.378,-2.464294,-0.080828843,3.516235,0.144165635,0.01652751
1.38,-2.472839,-0.081109119,3.416748,0.140086668,0.0250765
1.382,-2.488708,-0.081629622,3.32489,0.13632049,0.04217448
1.384,-2.503662,-0.082120114,3.23822,0.13276702,-0.013782552
1.386,-2.507629,-0.082250231,3.153076,0.129276116,0.03207113
1.388,-2.512207,-0.08240039,3.07373,0.12602293,0.00914429
1.39,-2.510376,-0.082340333,3.024902,0.124020982,0.03479126
1.392,-2.535706,-0.083171157,2.920227,0.119729307,0.06684998
1.394,-2.49939,-0.081979992,2.841187,0.116488667,0.0989087
1.396,-2.491455,-0.081719724,2.768555,0.113510755,0.1020174
1.398,-2.489624,-0.081659667,2.686462,0.110144942,0.1000745
1.4,-2.527466,-0.082900885,2.58606,0.10602846,0.1214469
1.402,-2.553711,-0.083761721,2.483826,0.101836866,0.151757
1.404,-2.591553,-0.085002938,2.373657,0.097319937,0.1474825
1.406,-2.633362,-0.086374274,2.250671,0.092277511,0.1777926
1.408,-2.680969,-0.087935783,2.130127,0.087335207,0.2185946
1.41,-2.707214,-0.088796619,1.990356,0.081604596,0.2403556
1.412,-2.756958,-0.090428222,1.871033,0.076712353,0.2582308
1.414,-2.778931,-0.091148937,1.741333,0.071394653,0.2694999
1.416,-2.805176,-0.092009773,1.634827,0.067027907,0.2376355
1.418,-2.823181,-0.092600337,1.489868,0.061084588,0.2558993
1.42,-2.832642,-0.092910658,1.377563,0.056480083,0.2796033
1.422,-2.855225,-0.09365138,1.202087,0.049285567,0.2687227
1.424,-2.793579,-0.091629391,1.152649,0.047258609,0.2928153
1.426,-2.873535,-0.094251948,1.037903,0.042554023,0.306416
1.428,-2.88208,-0.094532224,0.9136963,0.037461548,0.3221539
1.43,-2.884827,-0.094622326,0.7852173,0.032193909,0.3378918
1.432,-2.865906,-0.094001717,0.6469727,0.026525881,0.3464408
1.434,-2.850037,-0.093481214,0.4992676,0.020469972,0.3716992
1.436,-2.821045,-0.092530276,0.3500366,0.014351501,0.3720878
1.438,-2.780762,-0.091208994,0.206604,0.008470764,0.3670361
1.44,-2.729492,-0.089527338,0.06378174,0.002615051,0.3821912
1.442,-2.673645,-0.087695556,-0.06317139,-0.002590027,0.364316
1.444,-2.600708,-0.085303222,-0.21698,-0.00889618,0.3538241
1.446,-2.524109,-0.082790775,-0.3521729,-0.014439089,0.3487724
1.448,-2.454834,-0.080518555,-0.4934692,-0.020232237,0.3775281
1.45,-2.394104,-0.078526611,-0.6030273,-0.024724119,0.3573214
1.452,-2.275696,-0.074642829,-0.7220459,-0.029603882,0.3992891
1.454,-2.218628,-0.072770998,-0.8334351,-0.034170839,0.3876314
1.456,-2.157898,-0.070779054,-0.9417725,-0.038612673,0.3919059
1.458,-2.093201,-0.068656993,-1.047058,-0.042929378,0.3934603
1.46,-2.019958,-0.066254622,-1.152039,-0.047233599,0.4074495
1.462,-1.980286,-0.064953381,-1.261902,-0.051737982,0.3981234
1.464,-1.91864,-0.062931392,-1.374512,-0.056354992,0.3922945
1.466,-1.868591,-0.061289785,-1.489563,-0.061072083,0.3915173
1.468,-1.826782,-0.05991845,-1.611938,-0.066089458,0.4105583
1.47,-1.756287,-0.057606214,-1.736755,-0.071206955,0.4130841
1.472,-1.71814,-0.056354992,-1.868286,-0.076599726,0.4156099
1.474,-1.673889,-0.054903559,-1.993408,-0.081729728,0.4132784
1.476,-1.635437,-0.053642334,-2.121887,-0.086997367,0.4237703
1.478,-1.594543,-0.05230101,-2.246094,-0.092089854,0.4470858
1.48,-1.569214,-0.051470219,-2.370911,-0.097207351,0.4128898
1.482,-1.539917,-0.050509278,-2.49054,-0.10211214,0.4494173
1.484,-1.528015,-0.050118892,-2.59552,-0.10641632,0.4591321
1.486,-1.513977,-0.049658446,-2.700195,-0.110707995,0.471567
1.488,-1.505432,-0.04937817,-2.802429,-0.114899589,0.4564119
1.49,-1.491089,-0.048907719,-2.892151,-0.118578191,0.4700126
